numero,nombre,tipo,contacto,cargo,correo electronico,telefono,ciudad,pais,observaciones,razon social,tipo de contribuyente,cuit,alta,baja,activo,frecuencia,importe,nro de cuenta,nombre de cuenta,descripcion
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,116913.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,447298.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,307698.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,464627.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,294917.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,273536.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,477167.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,345240.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,578153.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,255436.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,630203.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,788229.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,667281.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,663026.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,575890.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,704002.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,776587.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,700318.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,782687.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,711560.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnologia,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observacion PP,S.R.L.,Monotributista,20-22334455-6,2022-06-05,,True,Mensual,768202.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00138,Innovacion Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,30-99887766-7,2024-02-02,,True,Mensual,71381.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00138,Innovacion Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,30-99887766-7,2024-02-02,,True,Mensual,55346.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00138,Innovacion Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,30-99887766-7,2024-02-02,,True,Mensual,66576.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00138,Innovacion Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,30-99887766-7,2024-02-02,,True,Mensual,83697.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00138,Innovacion Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,30-99887766-7,2024-02-02,,True,Mensual,40499.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00138,Innovacion Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,30-99887766-7,2024-02-02,,True,Mensual,41123.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00138,Innovacion Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,30-99887766-7,2024-02-02,,True,Mensual,15614.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00138,Innovacion Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,+52 55 1234 5678,Ciudad de Mexico,Mexico,Observacion QQ,S.A.,Responsable Inscripto,30-99887766-7,2024-02-02,,True,Mensual,34964.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00139,TechGreen Innovacion S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,+54 9 11 4567 8901,Buenos Aires,Argentina,Observacion TT,S.R.L.,IVA Responsable Inscripto,25-67890123-0,2024-04-01,,True,Mensual,551050.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00139,TechGreen Innovacion S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,+54 9 11 4567 8901,Buenos Aires,Argentina,Observacion TT,S.R.L.,IVA Responsable Inscripto,25-67890123-0,2024-04-01,,True,Mensual,700290.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00139,TechGreen Innovacion S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,+54 9 11 4567 8901,Buenos Aires,Argentina,Observacion TT,S.R.L.,IVA Responsable Inscripto,25-67890123-0,2024-04-01,,True,Mensual,565167.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00139,TechGreen Innovacion S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,+54 9 11 4567 8901,Buenos Aires,Argentina,Observacion TT,S.R.L.,IVA Responsable Inscripto,25-67890123-0,2024-04-01,,True,Mensual,635642.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00139,TechGreen Innovacion S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,+54 9 11 4567 8901,Buenos Aires,Argentina,Observacion TT,S.R.L.,IVA Responsable Inscripto,25-67890123-0,2024-04-01,,True,Mensual,642222.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00139,TechGreen Innovacion S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,+54 9 11 4567 8901,Buenos Aires,Argentina,Observacion TT,S.R.L.,IVA Responsable Inscripto,25-67890123-0,2024-04-01,,True,Mensual,514844.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
