numero proveedor,nombre proveedor,cuit,categoria proveedor,tipo de contribuyente,observaciones,contacto,correo electronico,telefono,razon social,importe,fecha,nro_cuenta,ciudad,pais,nombre de cuenta,descripcion,mes
P00126,Pablo Vargas,20-23456789-1,Tecnologia,Iva Responsable,-,Pablo Vargas,pablo.vargas@empresa.com,0789-0123,S.A.,74389.0,2020-01-17,509100,Gualeguaychu,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",enero
P00126,Pablo Vargas,20-23456789-1,Tecnologia,Iva Responsable,-,Pablo Vargas,pablo.vargas@empresa.com,0789-0123,S.A.,117043.0,2020-04-16,509100,Gualeguaychu,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",abril
P00126,Pablo Vargas,20-23456789-1,Tecnologia,Iva Responsable,-,Pablo Vargas,pablo.vargas@empresa.com,0789-0123,S.A.,97376.0,2020-07-16,509100,Gualeguaychu,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",julio
P00126,Pablo Vargas,20-23456789-1,Tecnologia,Iva Responsable,-,Pablo Vargas,pablo.vargas@empresa.com,0789-0123,S.A.,231968.0,2020-12-07,509100,Gualeguaychu,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",diciembre
P00126,Pablo Vargas,20-23456789-1,Tecnologia,Iva Responsable,-,Pablo Vargas,pablo.vargas@empresa.com,0789-0123,S.A.,146818.0,2021-02-04,509100,Gualeguaychu,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00126,Pablo Vargas,20-23456789-1,Tecnologia,Iva Responsable,-,Pablo Vargas,pablo.vargas@empresa.com,0789-0123,S.A.,14222.0,2022-10-04,509100,Gualeguaychu,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00127,Laura Fernandez,30-34567890-3,Energia Solar,Monotributista,-,Laura Fernandez,laura.fernandez@empresa.com,0890-1234,S.R.L.,37706.0,2020-01-20,501400,Rio Grande,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",enero
P00127,Laura Fernandez,30-34567890-3,Energia Solar,Monotributista,-,Laura Fernandez,laura.fernandez@empresa.com,0890-1234,S.R.L.,11442.0,2020-04-19,501400,Rio Grande,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",abril
P00127,Laura Fernandez,30-34567890-3,Energia Solar,Monotributista,-,Laura Fernandez,laura.fernandez@empresa.com,0890-1234,S.R.L.,179093.0,2020-07-19,501400,Rio Grande,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",julio
P00127,Laura Fernandez,30-34567890-3,Energia Solar,Monotributista,-,Laura Fernandez,laura.fernandez@empresa.com,0890-1234,S.R.L.,173998.0,2020-12-10,501400,Rio Grande,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",diciembre
P00127,Laura Fernandez,30-34567890-3,Energia Solar,Monotributista,-,Laura Fernandez,laura.fernandez@empresa.com,0890-1234,S.R.L.,283665.0,2021-02-07,501400,Rio Grande,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00127,Laura Fernandez,30-34567890-3,Energia Solar,Monotributista,-,Laura Fernandez,laura.fernandez@empresa.com,0890-1234,S.R.L.,212134.0,2022-10-07,501400,Rio Grande,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00128,Javier Gonzalez,27-98765432-5,Transporte,Iva Responsable,-,Javier Gonzalez,javier.gonzalez@empresa.com,0912-3456,S.A.,198341.0,2020-01-23,502100,Buenos Aires,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",enero
P00128,Javier Gonzalez,27-98765432-5,Transporte,Iva Responsable,-,Javier Gonzalez,javier.gonzalez@empresa.com,0912-3456,S.A.,10587.0,2020-04-22,502100,Buenos Aires,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",abril
P00128,Javier Gonzalez,27-98765432-5,Transporte,Iva Responsable,-,Javier Gonzalez,javier.gonzalez@empresa.com,0912-3456,S.A.,179746.0,2020-07-22,502100,Buenos Aires,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",julio
P00128,Javier Gonzalez,27-98765432-5,Transporte,Iva Responsable,-,Javier Gonzalez,javier.gonzalez@empresa.com,0912-3456,S.A.,83142.0,2020-12-13,502100,Buenos Aires,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",diciembre
P00128,Javier Gonzalez,27-98765432-5,Transporte,Iva Responsable,-,Javier Gonzalez,javier.gonzalez@empresa.com,0912-3456,S.A.,59591.0,2021-02-10,502100,Buenos Aires,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00128,Javier Gonzalez,27-98765432-5,Transporte,Iva Responsable,-,Javier Gonzalez,javier.gonzalez@empresa.com,0912-3456,S.A.,280267.0,2022-10-10,502100,Buenos Aires,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00129,Patricia Rivas,23-45678901-7,Construccion,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.com,0123-4567,S.R.L.,237422.0,2020-01-26,516000,Villa Carlos Paz,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00129,Patricia Rivas,23-45678901-7,Construccion,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.com,0123-4567,S.R.L.,13020.0,2020-04-25,516000,Villa Carlos Paz,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",abril
P00129,Patricia Rivas,23-45678901-7,Construccion,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.com,0123-4567,S.R.L.,94240.0,2020-07-25,516000,Villa Carlos Paz,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",julio
P00129,Patricia Rivas,23-45678901-7,Construccion,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.com,0123-4567,S.R.L.,64138.0,2020-12-16,516000,Villa Carlos Paz,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",diciembre
P00129,Patricia Rivas,23-45678901-7,Construccion,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.com,0123-4567,S.R.L.,209335.0,2021-02-13,516000,Villa Carlos Paz,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00129,Patricia Rivas,23-45678901-7,Construccion,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.com,0123-4567,S.R.L.,211622.0,2022-10-13,516000,Villa Carlos Paz,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00130,Fernando Reyes,33-56789012-6,Agroindustria,Iva Responsable,-,Fernando Reyes,fernando.reyes@empresa.com,0345-6789,Coop.,79707.0,2020-01-29,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",enero
P00130,Fernando Reyes,33-56789012-6,Agroindustria,Iva Responsable,-,Fernando Reyes,fernando.reyes@empresa.com,0345-6789,Coop.,217800.0,2020-04-28,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",abril
P00130,Fernando Reyes,33-56789012-6,Agroindustria,Iva Responsable,-,Fernando Reyes,fernando.reyes@empresa.com,0345-6789,Coop.,26298.0,2020-07-28,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",julio
P00130,Fernando Reyes,33-56789012-6,Agroindustria,Iva Responsable,-,Fernando Reyes,fernando.reyes@empresa.com,0345-6789,Coop.,147083.0,2020-12-19,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",diciembre
P00130,Fernando Reyes,33-56789012-6,Agroindustria,Iva Responsable,-,Fernando Reyes,fernando.reyes@empresa.com,0345-6789,Coop.,241869.0,2021-02-16,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00130,Fernando Reyes,33-56789012-6,Agroindustria,Iva Responsable,-,Fernando Reyes,fernando.reyes@empresa.com,0345-6789,Coop.,140463.0,2022-10-16,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00131,Valentina Ortega,20-87654321-2,Consultoria,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.com,0456-7890,S.R.L.,12989.0,2020-02-01,501400,San Pedro,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00131,Valentina Ortega,20-87654321-2,Consultoria,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.com,0456-7890,S.R.L.,268049.0,2020-05-01,501400,San Pedro,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",mayo
P00131,Valentina Ortega,20-87654321-2,Consultoria,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.com,0456-7890,S.R.L.,222635.0,2020-08-01,501400,San Pedro,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",agosto
P00131,Valentina Ortega,20-87654321-2,Consultoria,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.com,0456-7890,S.R.L.,256449.0,2020-12-22,501400,San Pedro,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",diciembre
P00131,Valentina Ortega,20-87654321-2,Consultoria,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.com,0456-7890,S.R.L.,141315.0,2021-02-19,501400,San Pedro,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00131,Valentina Ortega,20-87654321-2,Consultoria,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.com,0456-7890,S.R.L.,186346.0,2022-10-19,501400,San Pedro,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00132,Andres Ruiz,30-12345678-9,Tecnologia,Iva Responsable,-,Andres Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,249854.0,2020-02-04,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00132,Andres Ruiz,30-12345678-9,Tecnologia,Iva Responsable,-,Andres Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,229698.0,2020-05-04,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",mayo
P00132,Andres Ruiz,30-12345678-9,Tecnologia,Iva Responsable,-,Andres Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,192599.0,2020-08-04,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",agosto
P00132,Andres Ruiz,30-12345678-9,Tecnologia,Iva Responsable,-,Andres Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,152846.0,2020-12-25,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",diciembre
P00132,Andres Ruiz,30-12345678-9,Tecnologia,Iva Responsable,-,Andres Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,110878.0,2021-01-07,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",enero
P00132,Andres Ruiz,30-12345678-9,Tecnologia,Iva Responsable,-,Andres Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,48679.0,2022-09-22,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",septiembre
P00132,Andres Ruiz,30-12345678-9,Tecnologia,Iva Responsable,-,Andres Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,50488.0,2022-10-22,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00133,Daniela Fernandez,27-23456789-4,Energia Eolica,Monotributista,-,Daniela Fernandez,daniela.fernandez@empresa.com,0678-9012,S.A.,127726.0,2020-02-07,501400,Junin,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00133,Daniela Fernandez,27-23456789-4,Energia Eolica,Monotributista,-,Daniela Fernandez,daniela.fernandez@empresa.com,0678-9012,S.A.,102297.0,2020-05-07,501400,Junin,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",mayo
P00133,Daniela Fernandez,27-23456789-4,Energia Eolica,Monotributista,-,Daniela Fernandez,daniela.fernandez@empresa.com,0678-9012,S.A.,150974.0,2020-08-07,501400,Junin,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",agosto
P00133,Daniela Fernandez,27-23456789-4,Energia Eolica,Monotributista,-,Daniela Fernandez,daniela.fernandez@empresa.com,0678-9012,S.A.,256144.0,2020-12-28,501400,Junin,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",diciembre
P00133,Daniela Fernandez,27-23456789-4,Energia Eolica,Monotributista,-,Daniela Fernandez,daniela.fernandez@empresa.com,0678-9012,S.A.,31099.0,2021-01-10,501400,Junin,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",enero
P00133,Daniela Fernandez,27-23456789-4,Energia Eolica,Monotributista,-,Daniela Fernandez,daniela.fernandez@empresa.com,0678-9012,S.A.,194151.0,2022-09-25,501400,Junin,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00133,Daniela Fernandez,27-23456789-4,Energia Eolica,Monotributista,-,Daniela Fernandez,daniela.fernandez@empresa.com,0678-9012,S.A.,126804.0,2022-10-25,501400,Junin,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00134,Luis Gomez,23-34567890-7,Construccion,Iva Responsable,-,Luis Gomez,luis.gomez@empresa.com,0789-0123,S.R.L.,243396.0,2020-02-10,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00134,Luis Gomez,23-34567890-7,Construccion,Iva Responsable,-,Luis Gomez,luis.gomez@empresa.com,0789-0123,S.R.L.,24358.0,2020-05-10,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",mayo
P00134,Luis Gomez,23-34567890-7,Construccion,Iva Responsable,-,Luis Gomez,luis.gomez@empresa.com,0789-0123,S.R.L.,60625.0,2020-08-10,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",agosto
P00134,Luis Gomez,23-34567890-7,Construccion,Iva Responsable,-,Luis Gomez,luis.gomez@empresa.com,0789-0123,S.R.L.,161646.0,2020-10-01,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00134,Luis Gomez,23-34567890-7,Construccion,Iva Responsable,-,Luis Gomez,luis.gomez@empresa.com,0789-0123,S.R.L.,135225.0,2021-01-01,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00134,Luis Gomez,23-34567890-7,Construccion,Iva Responsable,-,Luis Gomez,luis.gomez@empresa.com,0789-0123,S.R.L.,249165.0,2021-01-13,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00134,Luis Gomez,23-34567890-7,Construccion,Iva Responsable,-,Luis Gomez,luis.gomez@empresa.com,0789-0123,S.R.L.,219837.0,2022-09-28,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",septiembre
P00134,Luis Gomez,23-34567890-7,Construccion,Iva Responsable,-,Luis Gomez,luis.gomez@empresa.com,0789-0123,S.R.L.,173152.0,2021-01-28,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00135,Marcela Jimenez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jimenez,marcela.jimenez@empresa.com,0890-1234,Coop.,46325.0,2020-02-13,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00135,Marcela Jimenez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jimenez,marcela.jimenez@empresa.com,0890-1234,Coop.,165797.0,2020-05-13,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",mayo
P00135,Marcela Jimenez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jimenez,marcela.jimenez@empresa.com,0890-1234,Coop.,294815.0,2020-08-13,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",agosto
P00135,Marcela Jimenez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jimenez,marcela.jimenez@empresa.com,0890-1234,Coop.,57988.0,2020-10-04,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00135,Marcela Jimenez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jimenez,marcela.jimenez@empresa.com,0890-1234,Coop.,89516.0,2021-01-04,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",enero
P00135,Marcela Jimenez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jimenez,marcela.jimenez@empresa.com,0890-1234,Coop.,281214.0,2021-01-16,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",enero
P00135,Marcela Jimenez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jimenez,marcela.jimenez@empresa.com,0890-1234,Coop.,225311.0,2022-10-01,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00135,Marcela Jimenez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jimenez,marcela.jimenez@empresa.com,0890-1234,Coop.,170553.0,2021-02-01,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00136,Roberto Diaz,20-56789012-3,Tecnologia,Iva Responsable,-,Roberto Diaz,roberto.diaz@empresa.com,0912-3456,S.A.,220987.0,2020-02-16,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00136,Roberto Diaz,20-56789012-3,Tecnologia,Iva Responsable,-,Roberto Diaz,roberto.diaz@empresa.com,0912-3456,S.A.,260964.0,2020-05-16,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",mayo
P00136,Roberto Diaz,20-56789012-3,Tecnologia,Iva Responsable,-,Roberto Diaz,roberto.diaz@empresa.com,0912-3456,S.A.,45468.0,2020-08-16,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",agosto
P00136,Roberto Diaz,20-56789012-3,Tecnologia,Iva Responsable,-,Roberto Diaz,roberto.diaz@empresa.com,0912-3456,S.A.,135113.0,2020-10-07,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00136,Roberto Diaz,20-56789012-3,Tecnologia,Iva Responsable,-,Roberto Diaz,roberto.diaz@empresa.com,0912-3456,S.A.,148154.0,2021-01-19,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",enero
P00136,Roberto Diaz,20-56789012-3,Tecnologia,Iva Responsable,-,Roberto Diaz,roberto.diaz@empresa.com,0912-3456,S.A.,247527.0,2022-10-04,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00136,Roberto Diaz,20-56789012-3,Tecnologia,Iva Responsable,-,Roberto Diaz,roberto.diaz@empresa.com,0912-3456,S.A.,212736.0,2021-02-04,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00137,Camila Martinez,30-67890123-4,Energia Solar,Monotributista,-,Camila Martinez,camila.martinez@empresa.com,0123-4567,S.R.L.,221445.0,2020-02-19,501400,Buenos Aires,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00137,Camila Martinez,30-67890123-4,Energia Solar,Monotributista,-,Camila Martinez,camila.martinez@empresa.com,0123-4567,S.R.L.,228513.0,2020-05-19,501400,Buenos Aires,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",mayo
P00137,Camila Martinez,30-67890123-4,Energia Solar,Monotributista,-,Camila Martinez,camila.martinez@empresa.com,0123-4567,S.R.L.,247726.0,2020-08-19,501400,Buenos Aires,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",agosto
P00137,Camila Martinez,30-67890123-4,Energia Solar,Monotributista,-,Camila Martinez,camila.martinez@empresa.com,0123-4567,S.R.L.,295302.0,2020-10-10,501400,Buenos Aires,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00137,Camila Martinez,30-67890123-4,Energia Solar,Monotributista,-,Camila Martinez,camila.martinez@empresa.com,0123-4567,S.R.L.,217867.0,2021-01-22,501400,Buenos Aires,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",enero
P00137,Camila Martinez,30-67890123-4,Energia Solar,Monotributista,-,Camila Martinez,camila.martinez@empresa.com,0123-4567,S.R.L.,223875.0,2022-10-07,501400,Buenos Aires,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00137,Camila Martinez,30-67890123-4,Energia Solar,Monotributista,-,Camila Martinez,camila.martinez@empresa.com,0123-4567,S.R.L.,151708.0,2021-02-07,501400,Buenos Aires,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00138,Santiago Lopez,27-78901234-6,Transporte,Iva Responsable,-,Santiago Lopez,santiago.lopez@empresa.com,0345-6789,S.A.,94895.0,2020-02-22,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00138,Santiago Lopez,27-78901234-6,Transporte,Iva Responsable,-,Santiago Lopez,santiago.lopez@empresa.com,0345-6789,S.A.,91564.0,2020-05-22,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",mayo
P00138,Santiago Lopez,27-78901234-6,Transporte,Iva Responsable,-,Santiago Lopez,santiago.lopez@empresa.com,0345-6789,S.A.,175561.0,2020-08-22,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",agosto
P00138,Santiago Lopez,27-78901234-6,Transporte,Iva Responsable,-,Santiago Lopez,santiago.lopez@empresa.com,0345-6789,S.A.,73794.0,2020-10-13,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00138,Santiago Lopez,27-78901234-6,Transporte,Iva Responsable,-,Santiago Lopez,santiago.lopez@empresa.com,0345-6789,S.A.,73794.0,2021-01-25,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",enero
P00138,Santiago Lopez,27-78901234-6,Transporte,Iva Responsable,-,Santiago Lopez,santiago.lopez@empresa.com,0345-6789,S.A.,148032.0,2022-10-10,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00138,Santiago Lopez,27-78901234-6,Transporte,Iva Responsable,-,Santiago Lopez,santiago.lopez@empresa.com,0345-6789,S.A.,279688.0,2021-02-10,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00139,Fernanda Garcia,23-89012345-9,Construccion,Monotributista,-,Fernanda Garcia,fernanda.garcia@empresa.com,0456-7890,S.R.L.,139765.0,2020-02-25,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",febrero
