Número Proveedor,Nombre Proveedor,CUIT,Categoría Proveedor,Tipo de Contribuyente,Observaciones,Contacto,Correo Electrónico,Teléfono,Razón Social,Importe,Fecha,Nro_Cuenta,Ciudad,Pais,Nombre de Cuenta,Descripción,Mes
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.com,0456-7890,S.A.,"$296.190,00",8/1/2020,501400,Rawson,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",enero
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.com,0456-7890,S.A.,"$251.963,00",7/4/2020,501400,Rawson,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",abril
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.com,0456-7890,S.A.,"$119.340,00",7/7/2020,501400,Rawson,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",julio
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.com,0456-7890,S.A.,"$248.673,00",28/11/2020,501400,Rawson,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.com,0456-7890,S.A.,"$75.137,00",18/11/2022,501400,Rawson,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.com,0456-7890,S.A.,"$85.257,00",25/9/2022,501400,Rawson,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00123,Sofía Castro,27-87654321-0,Energía Eólica,Monotributista,-,Sofía Castro,sofia.castro@empresa.com,0456-7890,S.A.,"$91.564,00",25/10/2022,501400,Rawson,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00124,Ricardo López,23-98765432-4,Construcción,IVA Responsable,-,Ricardo López,ricardo.lopez@empresa.com,0567-8901,S.R.L.,"$88.564,00",11/1/2020,516000,Oberá,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00124,Ricardo López,23-98765432-4,Construcción,IVA Responsable,-,Ricardo López,ricardo.lopez@empresa.com,0567-8901,S.R.L.,"$109.710,00",10/4/2020,516000,Oberá,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",abril
P00124,Ricardo López,23-98765432-4,Construcción,IVA Responsable,-,Ricardo López,ricardo.lopez@empresa.com,0567-8901,S.R.L.,"$129.304,00",10/7/2020,516000,Oberá,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",julio
P00124,Ricardo López,23-98765432-4,Construcción,IVA Responsable,-,Ricardo López,ricardo.lopez@empresa.com,0567-8901,S.R.L.,"$233.659,00",1/12/2020,516000,Oberá,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",diciembre
P00124,Ricardo López,23-98765432-4,Construcción,IVA Responsable,-,Ricardo López,ricardo.lopez@empresa.com,0567-8901,S.R.L.,"$30.337,00",28/1/2021,516000,Oberá,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00124,Ricardo López,23-98765432-4,Construcción,IVA Responsable,-,Ricardo López,ricardo.lopez@empresa.com,0567-8901,S.R.L.,"$246.839,00",28/9/2022,516000,Oberá,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",septiembre
P00125,Gabriela Martínez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martínez,gabriela.martinez@empresa.com,0678-9012,Cooperativa,"$22.903,00",14/1/2020,507100,Calafate,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",enero
P00125,Gabriela Martínez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martínez,gabriela.martinez@empresa.com,0678-9012,Cooperativa,"$247.663,00",13/4/2020,507100,Calafate,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",abril
P00125,Gabriela Martínez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martínez,gabriela.martinez@empresa.com,0678-9012,Cooperativa,"$90.516,00",13/7/2020,507100,Calafate,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",julio
P00125,Gabriela Martínez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martínez,gabriela.martinez@empresa.com,0678-9012,Cooperativa,"$139.242,00",4/12/2020,507100,Calafate,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",diciembre
P00125,Gabriela Martínez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martínez,gabriela.martinez@empresa.com,0678-9012,Cooperativa,"$88.185,00",1/2/2021,507100,Calafate,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00125,Gabriela Martínez,33-12345678-9,Agroindustria,Monotributista,-,Gabriela Martínez,gabriela.martinez@empresa.com,0678-9012,Cooperativa,"$244.816,00",1/10/2022,507100,Calafate,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00126,Pablo Vargas,20-23456789-1,Tecnología,IVA Responsable,-,Pablo Vargas,pablo.vargas@empresa.com,0789-0123,S.A.,"$74.389,00",17/1/2020,509100,Gualeguaychú,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",enero
P00126,Pablo Vargas,20-23456789-1,Tecnología,IVA Responsable,-,Pablo Vargas,pablo.vargas@empresa.com,0789-0123,S.A.,"$117.043,00",16/4/2020,509100,Gualeguaychú,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",abril
P00126,Pablo Vargas,20-23456789-1,Tecnología,IVA Responsable,-,Pablo Vargas,pablo.vargas@empresa.com,0789-0123,S.A.,"$97.376,00",16/7/2020,509100,Gualeguaychú,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",julio
P00126,Pablo Vargas,20-23456789-1,Tecnología,IVA Responsable,-,Pablo Vargas,pablo.vargas@empresa.com,0789-0123,S.A.,"$231.968,00",7/12/2020,509100,Gualeguaychú,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",diciembre
P00126,Pablo Vargas,20-23456789-1,Tecnología,IVA Responsable,-,Pablo Vargas,pablo.vargas@empresa.com,0789-0123,S.A.,"$146.818,00",4/2/2021,509100,Gualeguaychú,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00126,Pablo Vargas,20-23456789-1,Tecnología,IVA Responsable,-,Pablo Vargas,pablo.vargas@empresa.com,0789-0123,S.A.,"$14.222,00",4/10/2022,509100,Gualeguaychú,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00127,Laura Fernández,30-34567890-3,Energía Solar,Monotributista,-,Laura Fernández,laura.fernandez@empresa.com,0890-1234,S.R.L.,"$37.706,00",20/1/2020,501400,Río Grande,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",enero
P00127,Laura Fernández,30-34567890-3,Energía Solar,Monotributista,-,Laura Fernández,laura.fernandez@empresa.com,0890-1234,S.R.L.,"$11.442,00",19/4/2020,501400,Río Grande,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",abril
P00127,Laura Fernández,30-34567890-3,Energía Solar,Monotributista,-,Laura Fernández,laura.fernandez@empresa.com,0890-1234,S.R.L.,"$179.093,00",19/7/2020,501400,Río Grande,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",julio
P00127,Laura Fernández,30-34567890-3,Energía Solar,Monotributista,-,Laura Fernández,laura.fernandez@empresa.com,0890-1234,S.R.L.,"$173.998,00",10/12/2020,501400,Río Grande,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",diciembre
P00127,Laura Fernández,30-34567890-3,Energía Solar,Monotributista,-,Laura Fernández,laura.fernandez@empresa.com,0890-1234,S.R.L.,"$283.665,00",7/2/2021,501400,Río Grande,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00127,Laura Fernández,30-34567890-3,Energía Solar,Monotributista,-,Laura Fernández,laura.fernandez@empresa.com,0890-1234,S.R.L.,"$212.134,00",7/10/2022,501400,Río Grande,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00128,Javier González,27-98765432-5,Transporte,IVA Responsable,-,Javier González,javier.gonzalez@empresa.com,0912-3456,S.A.,"$198.341,00",23/1/2020,502100,Buenos Aires,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",enero
P00128,Javier González,27-98765432-5,Transporte,IVA Responsable,-,Javier González,javier.gonzalez@empresa.com,0912-3456,S.A.,"$10.587,00",22/4/2020,502100,Buenos Aires,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",abril
P00128,Javier González,27-98765432-5,Transporte,IVA Responsable,-,Javier González,javier.gonzalez@empresa.com,0912-3456,S.A.,"$179.746,00",22/7/2020,502100,Buenos Aires,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",julio
P00128,Javier González,27-98765432-5,Transporte,IVA Responsable,-,Javier González,javier.gonzalez@empresa.com,0912-3456,S.A.,"$83.142,00",13/12/2020,502100,Buenos Aires,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",diciembre
P00128,Javier González,27-98765432-5,Transporte,IVA Responsable,-,Javier González,javier.gonzalez@empresa.com,0912-3456,S.A.,"$59.591,00",10/2/2021,502100,Buenos Aires,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00128,Javier González,27-98765432-5,Transporte,IVA Responsable,-,Javier González,javier.gonzalez@empresa.com,0912-3456,S.A.,"$280.267,00",10/10/2022,502100,Buenos Aires,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.com,0123-4567,S.R.L.,"$237.422,00",26/1/2020,516000,Villa Carlos Paz,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.com,0123-4567,S.R.L.,"$13.020,00",25/4/2020,516000,Villa Carlos Paz,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",abril
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.com,0123-4567,S.R.L.,"$94.240,00",25/7/2020,516000,Villa Carlos Paz,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",julio
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.com,0123-4567,S.R.L.,"$64.138,00",16/12/2020,516000,Villa Carlos Paz,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",diciembre
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.com,0123-4567,S.R.L.,"$209.335,00",13/2/2021,516000,Villa Carlos Paz,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00129,Patricia Rivas,23-45678901-7,Construcción,Monotributista,-,Patricia Rivas,patricia.rivas@empresa.com,0123-4567,S.R.L.,"$211.622,00",13/10/2022,516000,Villa Carlos Paz,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00130,Fernando Reyes,33-56789012-6,Agroindustria,IVA Responsable,-,Fernando Reyes,fernando.reyes@empresa.com,0345-6789,Cooperativa,"$79.707,00",29/1/2020,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",enero
P00130,Fernando Reyes,33-56789012-6,Agroindustria,IVA Responsable,-,Fernando Reyes,fernando.reyes@empresa.com,0345-6789,Cooperativa,"$217.800,00",28/4/2020,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",abril
P00130,Fernando Reyes,33-56789012-6,Agroindustria,IVA Responsable,-,Fernando Reyes,fernando.reyes@empresa.com,0345-6789,Cooperativa,"$26.298,00",28/7/2020,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",julio
P00130,Fernando Reyes,33-56789012-6,Agroindustria,IVA Responsable,-,Fernando Reyes,fernando.reyes@empresa.com,0345-6789,Cooperativa,"$147.083,00",19/12/2020,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",diciembre
P00130,Fernando Reyes,33-56789012-6,Agroindustria,IVA Responsable,-,Fernando Reyes,fernando.reyes@empresa.com,0345-6789,Cooperativa,"$241.869,00",16/2/2021,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00130,Fernando Reyes,33-56789012-6,Agroindustria,IVA Responsable,-,Fernando Reyes,fernando.reyes@empresa.com,0345-6789,Cooperativa,"$140.463,00",16/10/2022,507100,Villa Allende,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.com,0456-7890,S.R.L.,"$12.989,00",1/2/2020,501400,San Pedro,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.com,0456-7890,S.R.L.,"$268.049,00",1/5/2020,501400,San Pedro,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",mayo
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.com,0456-7890,S.R.L.,"$222.635,00",1/8/2020,501400,San Pedro,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",agosto
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.com,0456-7890,S.R.L.,"$256.449,00",22/12/2020,501400,San Pedro,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",diciembre
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.com,0456-7890,S.R.L.,"$141.315,00",19/2/2021,501400,San Pedro,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00131,Valentina Ortega,20-87654321-2,Consultoría,Monotributista,-,Valentina Ortega,valentina.ortega@empresa.com,0456-7890,S.R.L.,"$186.346,00",19/10/2022,501400,San Pedro,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,"$249.854,00",4/2/2020,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,"$229.698,00",4/5/2020,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",mayo
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,"$192.599,00",4/8/2020,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",agosto
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,"$152.846,00",25/12/2020,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",diciembre
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,"$110.878,00",7/1/2021,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",enero
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,"$48.679,00",22/9/2022,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",septiembre
P00132,Andrés Ruiz,30-12345678-9,Tecnología,IVA Responsable,-,Andrés Ruiz,andres.ruiz@empresa.com,0567-8901,S.A.,"$50.488,00",22/10/2022,509100,General Roca,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.com,0678-9012,S.A.,"$127.726,00",7/2/2020,501400,Junín,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.com,0678-9012,S.A.,"$102.297,00",7/5/2020,501400,Junín,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",mayo
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.com,0678-9012,S.A.,"$150.974,00",7/8/2020,501400,Junín,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",agosto
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.com,0678-9012,S.A.,"$256.144,00",28/12/2020,501400,Junín,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",diciembre
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.com,0678-9012,S.A.,"$31.099,00",10/1/2021,501400,Junín,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",enero
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.com,0678-9012,S.A.,"$194.151,00",25/9/2022,501400,Junín,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00133,Daniela Fernández,27-23456789-4,Energía Eólica,Monotributista,-,Daniela Fernández,daniela.fernandez@empresa.com,0678-9012,S.A.,"$126.804,00",25/10/2022,501400,Junín,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.com,0789-0123,S.R.L.,"$243.396,00",10/2/2020,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.com,0789-0123,S.R.L.,"$24.358,00",10/5/2020,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",mayo
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.com,0789-0123,S.R.L.,"$60.625,00",10/8/2020,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",agosto
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.com,0789-0123,S.R.L.,"$161.646,00",1/10/2020,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.com,0789-0123,S.R.L.,"$135.225,00",1/1/2021,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.com,0789-0123,S.R.L.,"$249.165,00",13/1/2021,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.com,0789-0123,S.R.L.,"$219.837,00",28/9/2022,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",septiembre
P00134,Luis Gómez,23-34567890-7,Construcción,IVA Responsable,-,Luis Gómez,luis.gomez@empresa.com,0789-0123,S.R.L.,"$173.152,00",28/1/2021,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.com,0890-1234,Cooperativa,"$46.325,00",13/2/2020,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.com,0890-1234,Cooperativa,"$165.797,00",13/5/2020,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",mayo
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.com,0890-1234,Cooperativa,"$294.815,00",13/8/2020,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",agosto
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.com,0890-1234,Cooperativa,"$57.988,00",4/10/2020,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.com,0890-1234,Cooperativa,"$89.516,00",4/1/2021,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",enero
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.com,0890-1234,Cooperativa,"$281.214,00",16/1/2021,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",enero
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.com,0890-1234,Cooperativa,"$225.311,00",1/10/2022,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00135,Marcela Jiménez,33-45678901-8,Agroindustria,Monotributista,-,Marcela Jiménez,marcela.jimenez@empresa.com,0890-1234,Cooperativa,"$170.553,00",1/2/2021,507100,Rafaela,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.com,0912-3456,S.A.,"$220.987,00",16/2/2020,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.com,0912-3456,S.A.,"$260.964,00",16/5/2020,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",mayo
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.com,0912-3456,S.A.,"$45.468,00",16/8/2020,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",agosto
