Número,Nombre,Tipo,Contacto,Cargo,Correo Electrónico,Teléfono,Ciudad,Pais,Observaciones,Razon Social,Tipo de Contribuyente,CUIT,Alta,Baja,Activo,Frecuencia,Importe,Nro de Cuenta,Nombre de Cuenta,Descripción
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"$60.901,00",403103,Ingresos Bonos Contribución,Para fines generales
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"$92.342,00",403103,Ingresos Bonos Contribución,Para fines generales
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"$17.892,00",403103,Ingresos Bonos Contribución,Para fines generales
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"$63.032,00",403103,Ingresos Bonos Contribución,Para fines generales
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"$29.556,00",403103,Ingresos Bonos Contribución,Para fines generales
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"$42.628,00",403103,Ingresos Bonos Contribución,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,,Chile,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"$64.959,00",403103,Ingresos Bonos Contribución,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,,Chile,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"$45.976,00",403103,Ingresos Bonos Contribución,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,,Chile,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"$173.308,00",403103,Ingresos Bonos Contribución,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,,Chile,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"$225.900,00",403103,Ingresos Bonos Contribución,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,,Chile,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"$244.932,00",403103,Ingresos Bonos Contribución,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,,Chile,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"$506.437,00",403103,Ingresos Bonos Contribución,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,,Chile,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"$234.530,00",403103,Ingresos Bonos Contribución,Para fines generales
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,+56 9 8765 4321,,Chile,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"$531.085,00",403103,Ingresos Bonos Contribución,Para fines generales
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de México,México,Observación DRF,ONG,Monotributista,23-45678901-3,4/2/2024,,SI,Mensual,"$487.746,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de México,México,Observación DRF,ONG,Monotributista,23-45678901-3,4/2/2024,,SI,Mensual,"$459.222,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de México,México,Observación DRF,ONG,Monotributista,23-45678901-3,4/2/2024,,SI,Mensual,"$232.185,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de México,México,Observación DRF,ONG,Monotributista,23-45678901-3,4/2/2024,,SI,Mensual,"$351.798,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de México,México,Observación DRF,ONG,Monotributista,23-45678901-3,4/2/2024,,SI,Mensual,"$546.208,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de México,México,Observación DRF,ONG,Monotributista,23-45678901-3,4/2/2024,,SI,Mensual,"$584.457,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de México,México,Observación DRF,ONG,Monotributista,23-45678901-3,4/2/2024,,SI,Mensual,"$420.123,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,+52 55 1234 5678,Ciudad de México,México,Observación DRF,ONG,Monotributista,23-45678901-3,4/2/2024,,SI,Mensual,"$268.596,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,,Colombia,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"$90.795,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,,Colombia,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"$75.887,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,,Colombia,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"$97.534,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,,Colombia,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"$117.968,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,,Colombia,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"$359.060,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,,Colombia,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"$523.200,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,,Colombia,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"$329.953,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,+57 300 123 4567,,Colombia,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"$471.594,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,,Colombia,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"$298.586,00",403103,Ingresos Bonos Contribución,Para fines generales
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,,Colombia,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"$484.258,00",403103,Ingresos Bonos Contribución,Para fines generales
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,,Colombia,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"$445.529,00",403103,Ingresos Bonos Contribución,Para fines generales
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,,Colombia,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"$541.508,00",403103,Ingresos Bonos Contribución,Para fines generales
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,,Colombia,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"$440.936,00",403103,Ingresos Bonos Contribución,Para fines generales
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,,Colombia,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"$312.491,00",403103,Ingresos Bonos Contribución,Para fines generales
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,,Colombia,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"$269.664,00",403103,Ingresos Bonos Contribución,Para fines generales
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,,Colombia,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"$447.841,00",403103,Ingresos Bonos Contribución,Para fines generales
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,+57 300 123 4567,,Colombia,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/1/2023,,SI,Mensual,"$500.982,00",403103,Ingresos Bonos Contribución,Para fines generales
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,,Colombia,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"$86.419,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,,Colombia,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"$18.374,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,,Colombia,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"$51.045,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,,Colombia,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"$76.343,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,,Colombia,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"$249.539,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,,Colombia,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"$251.130,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,,Colombia,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"$472.790,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,,Colombia,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"$470.152,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,+57 301 234 5678,,Colombia,Observación IIAA,SAS,Responsable Inscripto,30-45765232-2,2/1/2023,,SI,Mensual,"$570.995,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,+57 301 234 5679,,Colombia,Observación IIA,S.A,Exento,27-65432109-8,1/1/2023,,SI,Bimestral,"$329.958,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,+57 301 234 5680,,Colombia,Observación IIA,S.A,Exento,27-65432109-8,1/1/2023,,SI,Bimestral,"$242.085,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,+57 301 234 5681,,Colombia,Observación IIA,S.A,Exento,27-65432109-8,1/1/2023,,SI,Bimestral,"$460.201,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,+57 301 234 5682,,Colombia,Observación IIA,S.A,Exento,27-65432109-8,1/1/2023,,SI,Bimestral,"$572.372,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,+57 301 234 5683,,Colombia,Observación IIA,S.A,Exento,27-65432109-8,1/1/2023,,SI,Bimestral,"$408.599,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,,NO,Mensual,"$29.120,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$88.565,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$88.682,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$28.523,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$13.240,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$27.493,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$222.261,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$102.864,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$228.710,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$291.540,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$366.630,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$446.985,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$326.348,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$429.540,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$303.796,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$262.362,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$523.067,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$534.547,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$307.194,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$462.809,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$434.394,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$291.606,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$217.008,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,,Chile,-,SRL,Responsable Inscripto,27-78434109-9,2/1/2021,3/1/2023,NO,Mensual,"$592.642,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,3/1/2023,NO,Mensual,"$74.488,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$14.428,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$47.448,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$67.094,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$59.924,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$46.713,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$59.286,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$89.666,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$81.847,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$83.619,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$166.344,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$174.132,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
